Código institución,Nombre institución,Código del registro,Nombre del registro,Tipo de registro,Estado registro,Descripción del registro,Área responsable,Cargo del o la responsable,Tipo de inicio,Acto de inicio,Acto de término,Producto institucional relacionado,Número Ley,URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile),Otras fuentes normativas,Pago asociado,Tipo de usuario(a),Segmento de usuarios(as),Relación con el Registro Social de Hogares (RSH) y/o con el Registro de Información Social (RIS) para la selección de sus usuarios,Disponibilidad para su realización,Nivel de digitalización,Canal digital - Canales transaccionales,Canal presencial - Canales transaccionales,Canal telefónico - Canales transaccionales,Módulos de autoatención - Canales transaccionales,URL del inicio,Ficha ChileAtiende relacionada,URL de ficha ChileAtiende,Número de plataformas electrónicas que intervienen en el soporte electrónico,Alcance de las plataformas electrónicas que soportan el registro,Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización,Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización,Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización,No utiliza mecanismo de autenticación - Autenticación,Utiliza ClaveÚnica - Autenticación,Utiliza Clave Tributaria - Autenticación,Utiliza un mecanismo de autenticación propio - Autenticación,Mecanismo de autenticación digital para funcionarios,Firma electrónica Avanzada,Notificación(es) practicada(s),Tiene etapa Inicio,Tiene etapa Instrucción,Tiene etapa Finalización,Medio utilizado para notificar en la etapa de iniciación,Medio utilizado para notificar en la etapa de instrucción,Medio utilizado para notificar en la etapa de finalización,"Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado",Documento(s) notarial(es),Nombre del documento notarial relacionado,Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado,Fecha de creación,Fecha de actualización
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00021,Postulación al Fondo Innovación para la Competitividad Regional (FIC-R) y al Fondo Regional para la Productividad y el Desarrollo FRPD,Procedimiento administrativo de función específica,Completado,"Corresponde a la entrega de una subvención del Fondo Innovación para la Competitividad Regional (FIC-R)y del al Fondo Regional para la Productividad y el Desarrollo FRPD a través de concurso regional y/o transferencia directa. Esto en asociación con instituciones receptoras especializadas (públicas y privadas, nacionales y regionales) que aseguren que el esfuerzo de inversión logre mejoras significativas en la competitividad y el desarrollo de la Región.",Áreas asociadas al mandato institucional,Jefatura División de Fomento e Industria (DIFOI),"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Ingreso de solicitud a oficina de partes virtual,correo electrónico que notifica la adjudicación,Fondos concursables y/o postulables,21516,https://www.bcn.cl/leychile/navegar?idNorma=1186683&tipoVersion=1,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 5,Sí,,,,https://fondos.gob.cl/,No,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Sólo por medios electrónicos.,Solo por medios eléctronicos,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-10 15:40:15,2024-12-23 11:04:18
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00022,Programa Renueva Tu Micro,Procedimiento administrativo de función específica,Completado,El Programa renueva tu Micro consiste en un subsidio concursable (incentivo económico) que recibe el beneficiario al realizar la Chatarrización (desintegración física) total del vehículo para renovarlo por otro. ,Áreas asociadas al mandato institucional,Profesional de la División de Infraestructura y Transporte DIT ,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Publicación de la Resolución que aprueba las bases del concurso ,Publicación de la Resolución de Adjudicación del Beneficio en la página web del GORE,Subsidios,20378,https://www.bcn.cl/leychile/navegar?idNorma=1005871,Sí,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 5,Sí,,,,https://goreantofagasta.cl/renueva-tu-micro/goreantofagasta/2016-11-18/153125.html,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,No,,,,,,,Sí,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-29 15:22:35,2024-10-21 14:53:03
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00023,Uso de inmuebles  pertenecientes al Gobierno Regional  ,Procedimiento administrativo de función específica,Completado,Personas naturales o jurídicas solicitan al Gobierno Regional hacer uso de inmuebles de su propiedad para realización de actividades.,Administración y finanzas,Profesional DIPLADER,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Carta u oficio del interesado solicitando la utilización del inmueble,Resolución o Convenio del Gobierno Regional de Antofagasta que autoriza o deniega el uso del inmueble. ,Autorización,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,Sí,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 5,Sí,,,,https://docs.google.com/forms/d/e/1FAIpQLSfvvwFRU4hITCcQZGR1cYVbmeOOz5jqmhNdBWfKQgGqXZxn5g/viewform,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,,,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,,Sí,Sólo por medios electrónicos.,,Solo por medios eléctronicos,Sí,No,,No considera comunicaciones oficiales,2023-11-29 16:12:14,2024-10-21 15:59:16
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00024,Pronunciamiento ambiental del GORE Antofagasta a los proyectos ingresados al sistema de evaluación de impacto ambiental ,Procedimiento administrativo de función específica,Completado,El Servicio de Evaluación Ambiental Solicita al Gobierno Regional pronunciamiento de proyectos ingresados al sistema de evaluación de impacto ambiental (SEIA),Otro,Funcionario DIPLADER,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.","Oficio del SEA solicitando pronunciamiento al Gobierno Regional en cuanto a sus dos competencias: 1) Vinculación con las políticas, planes y programas Regionales, 2) Compatibilidad territorial segun los IPT vigentes.","Oficio desde el Gobierno Regional de Antofagasta subido en la plataforma del SEIA dirigido a la Dirección Regional o a la Dirección Ejecutiva, esta última cuando los proyectos son de caracter interregional.",Pronunciamiento,19300,https://www.bcn.cl/leychile/navegar?idNorma=30667,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",Medio Ambiente,No se requiere información,Se puede realizar durante todo el año,Nivel 5,Sí,,,,https://sea.gob.cl/,No,,3,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,,Sí,,Sí,,,No utiliza mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,Sí,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-29 17:00:56,2024-10-21 12:50:03
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00025,"Pronunciamiento de la CRUBC de Antofagasta a las solicitudes de concesiones marítimas, ingresadas a la Subsecretaria para las Fuerzas Armadas SSFFAA  ",Procedimiento administrativo de función específica,Completado,La Subsecretaria para las fuerzas armadas solicita pronunciamiento a la Comisión Regional de Uso de Borde Costero (CRUBC) de Antofagasta sobre el otorgamiento de concesiones marítimas de la región. ,Áreas asociadas al mandato institucional,Profesional DIPLADER,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Recepción de ORD por parte de la Subsecretaría de las Fuerzas Armadas solicitando opinión de la CRUBC sobre solicitud de concesión marítima,"Envío de ORD a la Subsecretaría de las Fuerzas Armadas, informando acuerdo de la CRUBC de Antofagasta autorizando o denegando la solicitud de concesión marítima",Pronunciamiento,19880,https://www.bcn.cl/leychile/navegar?idNorma=210676&idVersion=Diferido,Sí,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 5,Sí,,,,https://goreantofagasta.cl/comision-regional-de-uso-del-borde-costero/goreantofagasta/2016-09-26/105845.html,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,,,Sí,,,,No utiliza mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,Sí,No,,"Sí, realiza envíos por medios electrónicos propios",2023-11-30 09:11:38,2024-10-21 11:36:56
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00026,Pronunciamiento del GORE Antofagasta sobre otorgamiento de concesiones de inmuebles fiscales tramitados por la SEREMI de Bienes Nacionales de Antofagasta,Procedimiento administrativo de función específica,Completado,La Seremi del Bienes Nacionales Antofagasta solicita pronunciamiento del Gobierno Regional de Antofagasta sobre otorgamiento de solicitudes de concesiones de inmuebles fiscales.,Otro,Jefatura DIPLADER,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.","Recepción del ORD digital por parte de Bienes Nacionales, solicitando el pronunciamiento del Gobierno Regional de Antofagasta",Emisión del ORD. de notificación por parte del Gobierno Regional de Antofagasta al solicitante con el Acuerdo del Consejo Regional sobre el pronunciamiento.,Pronunciamiento,1939,https://www.bcn.cl/leychile/navegar?idNorma=6778&idParte=8739312,No,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://doc.digital.gob.cl/,No,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,Sí,Sí,,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,Sí,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-30 15:52:44,2024-10-21 13:13:12
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00027,Pronunciamiento del Consejo Regional de la Región de Antofagasta sobre instrumentos de planificación territorial (Planes reguladores comunales e intercomunales),Procedimiento administrativo de función específica,Completado,El Gobierno Regional en el cumplimiento de sus funciones tiene como atribución pronunciarse sobre los instrumentos de planificación territorial. Este pronunciamiento se da a través del Consejo Regional CORE,Otro,DIPLADER,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",ORD de Solicitud de aprobación del Instrumento de Planificación Territorial,Publicación en el Diario Oficial de una resolución afecta del Gobierno Regional,Autorización,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 5,Sí,,,,https://goreantofagasta.ceropapel.cl/,No,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,Sí,,,No utiliza mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),No,,,,,,,Sí,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-11-30 16:32:12,2024-10-21 11:28:40
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00028,Programa Renueva Tu Colectivo,Procedimiento administrativo de función específica,Completado,Postulación al programa renueva Tu Colectivo consiste en un subsidio (incentivo económico) que recibe el beneficiario al realizar el reemplazo del vehículo.,Áreas asociadas al mandato institucional,Profesional División de Infraestructura y Transporte,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Publicación de la Resolución que aprueba las bases del concurso en la página web del Gobierno Regional,Publicación de la Resolución de Adjudicación del Beneficio en la página web del Gobierno Regional,Subsidios,20378,https://www.bcn.cl/leychile/navegar?idNorma=1005871,Sí,No,Ambos tipos de personas: Persona natural y jurídica,No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 5,Sí,,,,https://goreantofagasta.cl/renueva-tu-colectivo/goreantofagasta/2016-11-18/182746.html,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,Utiliza un mecanismo propio de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Sólo por medios electrónicos.,Solo por medios eléctronicos,Solo por medios eléctronicos,Sí,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-01 15:23:36,2024-10-21 14:55:55
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00029,Destinación de Bienes,Procedimiento administrativo de función específica,Completado,";Una vez adquirido el equipamiento por el programa 02 del FNDR, se debe tramitar por ley en un plazo de 90 días la transferencia del bien al destinario final (organización publica o sin fin de lucro) mediante la creación de la Resolución de Destinación correspondiente. ",Otro,Funcionario Unidad de Gestión Administrativa,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Recepción del Estado de Pago por parte del Analista de la Unidad de Gestión de Proyectos del Gobierno Regional (UGP),Envió de resolución exenta a la unidad técnica correspondiente,Bienes fiscales,21516,https://www.bcn.cl/leychile/navegar?idNorma=1186683,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 4,Sí,,,,https://goreantofagasta.ceropapel.cl/principal.php,No,,2,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,Sí,,,,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,Utiliza firma electrónica avanzada del Estado (FirmaGob),Sí,,,Sí,,,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-11 10:39:17,2024-10-21 14:39:55
PE-GOR-00036,Gobierno Regional de la Región de Antofagasta,PT-GOR00036-00030,Reevaluación de iniciativas de inversión,Procedimiento administrativo de función específica,Completado,Analizar modificaciones técnicas o económicas de mayor impacto (superior al 10%) de las iniciativas de inversión asociadas a la Circular 33 y a Transferencias.,Otro,Profesional Unidad Pre Inversión DIPIR,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Un oficio de la Unidad Técnica de reevaluar o modificar la iniciativa ya sea técnica o financieramente,Un oficio dirigido en respuesta a la Unidad Técnica con la recomendación o rechazo de la solicitud de reevaluación.,Autorización,19575,https://www.bcn.cl/leychile/navegar?idNorma=13560,Sí,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 5,Sí,,,,https://goreantofagasta.ceropapel.cl/,No,,3,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,Sí,Sí,,Sí,,Sí,Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,No,,,,,,,No,No,,"Sí, realiza envíos por medios electrónicos propios y DOC Digital",2023-12-11 16:59:01,2024-12-23 10:38:58
